OBJECTID,X,Y,Z,Layer,Text,MUTCD,Width,Height,Condition,Orientation
25,676125.5340505525,1303628.683462749,187.1119029477641,Sign Face,,R2-1,1.107476593002559,2.176549647423851,,4.865336014783051
26,679686.1604634923,1304505.131535848,203.5938481558155,Sign Face,STOP,R1-1,2.621883951772855,2.543146372467201,,63.10449379006669
27,674151.7147684413,1303752.997988683,177.1827062195809,Sign Face,,R9-9,2.394078050072737,3.65591659320621,,-80.72452795128943
28,682869.086190916,1305824.60187885,214.236293462268,Sign Face,25,R2-1,0.8338631138088195,0.2879956419386576,,-24.786066997341806
29,675538.4709645509,1303633.248734241,185.0292759842263,Sign Face,,R2-1,1.033408044204311,1.567431146234978,,-176.92326048967203
30,673075.8876379458,1303520.83801618,170.8669808504904,Sign Face,Push Button Wait For Walk Signal,R10-3e,1.308367027854669,1.140667071805538,,-131.72384691989055
31,672787.020738801,1303249.207491216,163.5406739823903,Sign Face,,M1-4,2.063404661151055,0.9268307153947083,,55.07657862345811
32,681776.6778429727,1305433.306853808,223.0510225670986,Sign Face,1,M1-4,1.221517017820063,1.910568222286194,,158.29953040994977
33,674491.7883214115,1303722.325519832,190.6591396231167,Sign Face,,W11-2,0.7763229251846553,0.2305473389196896,,-176.52775634284464
34,675407.1302368324,1304071.978668733,194.791737714102,Sign Face,,R10-3e,1.574426674310929,2.141256579576828,,12.603672476007882
35,676262.3196829087,1303656.702314041,183.7106241240718,Sign Face,EMPLOYEE PARKING ONLY,R7-201a,1.540199469706518,2.261995878119481,,145.17000251224383
36,672843.4502738733,1303282.206825276,166.2380559775589,Sign Face,,R2-1,1.305360689250816,1.007841992878851,,114.38018262869139
37,672923.7617662324,1303428.371806988,173.0670242709566,Sign Face,,R6-1,0.3271171544480511,0.3128602435895464,,55.09108423021567
38,679306.7180332615,1304344.12547943,202.7555878305814,Sign Face,TRIPLE TOPPER PIZZA AVAILABLE NOW GIANT FEEDS 4 TO 6 $25.99,D1-1,6.423151790313519,4.229939046494291,,83.34876422154194
39,676183.591540223,1303670.097007731,183.9207719542039,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.5572135719101572,0.7731763748672064,,-3.699576900558467
40,676700.9485930034,1304019.13339718,196.1443438842356,Sign Face,GEORGE FOX UNIVERSITY,D1-1,7.54686634684485,3.39283600566894,,-91.69783534042622
41,676575.9891229104,1303629.303025654,185.903599466189,Sign Face,"AUTHORIZED PARKING ONLY
ALL OTHER VEHICLES
WILL BE TOWED AWAY
AT OWNER'S EXPENSE",R7-9,2.92844288148905,1.601515890262884,,91.96004023179201
42,674694.0844207363,1303648.834826332,188.5325835670515,Sign Face,,D3-1,2.075861210585266,1.64895193783317,,-169.39370903133698
43,676645.5359601039,1303655.391800327,188.7257307757984,Sign Face,TEMPORARY,M3-4,2.052229181362262,0.7288967530558428,,90.05953958324083
44,676654.3035561709,1303627.734544288,183.5832563509907,Sign Face,DO NOT ENTER,R5-1,2.614472481835232,2.079812169387897,,-88.59411655141943
45,679927.7499471189,1304500.032457046,209.3345451454607,Sign Face,,R6-1B,1.488176035130118,0.6858735122862136,,-176.30800673363166
46,675205.9839533448,1303704.080453587,188.9496314781673,Sign Face,,D3-1,2.390476349457668,1.146868555721023,,-61.854090378024
47,678494.1062155736,1303830.406806806,185.554319376658,Sign Face,STOP,R1-1,4.516796177140684,11.69268618731361,,-31.32601218051073
48,677908.7694553005,1303624.089155502,180.1434582211656,Sign Face,"Portland 23
Champoeg 6
State Park
St. Paul 8
Salem 29",D1-3,6.581787362186301,6.197538823280434,,82.82264258593071
49,674019.4460980913,1303751.358069352,185.5816655496415,Sign Face,Chehalem Valley Yamhill LEFT LANE,D1-1,11.2361490257143,5.865553467292485,,-85.0163839925471
50,675578.9770421146,1303684.06020145,190.9220665057629,Sign Face,219 NORTH Scholls Hillsboro LEFT LANE,D1-1,6.059767614825191,6.009036787538703,,91.4138780738815
51,675202.7199341621,1303703.856878286,188.8848955148916,Sign Face,Mouse,D3-1,1.861629054302306,1.062416029101594,,2.462308631231109
52,676313.0425410073,1303738.791495376,186.0282998923057,Sign Face,Push Button Wait For Walk Signal,R10-3e,1.432114424980844,1.704799221569472,,-124.96247448294257
53,675364.7584619237,1304006.971421409,198.2928770019755,Sign Face,RAILROAD CROSSING,R15-1,3.174489994687358,3.145306598483108,,-92.31832257711713
54,676749.8179687981,1303643.965530476,182.468452375968,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.63920183366365,0.6579446393673813,,-32.98878950416896
55,675664.591664536,1303987.226308067,195.3945769011634,Sign Face,,R2-1,1.017743736270844,1.557122945316194,,-89.05564038706135
56,674708.5580429758,1304020.583182387,193.2565348266745,Sign Face,,R2-1,0.9801047133022718,1.323583323185838,,86.62316182394459
57,675330.0841653818,1303762.378239149,190.3463482142875,Sign Face,,D3-1,1.525022969471188,0.6612858629915032,,-133.131323043392
58,675851.0720890716,1304090.48445602,195.0109858124403,Sign Face,,R2-1,1.251026205816294,1.856221614547289,,-173.51925788213882
59,676329.4531483728,1304035.237827531,189.5865563870231,Sign Face,,R2-1,1.022767109351521,1.614390825974972,,82.0678234740085
60,678323.2258002654,1303869.641218491,173.088625870302,Sign Face,,M6-1,1.716630196008156,1.945653221425734,,-5.652263754357627
61,677216.10013,1303751.998257654,176.1516506815336,Sign Face,CROSSWALK CLOSED,R9-11,0.9526788523503801,0.7605143478066901,,36.498436996213634
62,678935.9570930701,1303720.081756952,187.9359707969509,Sign Face,SLOW,W1-1,0.3809808922095561,0.3689239559367573,,114.36485074895303
63,675715.2588540866,1304045.112787161,194.952676512701,Sign Face,,D3-1,0.5599476025486242,0.6321906613239778,,30.847840170943936
64,681776.8260254387,1305433.41839115,221.4830731068512,Sign Face,Push Button Wait For Walk Signal,R10-3e,1.470722023427017,1.536819526529687,,-16.15879051253588
65,673665.2730836082,1303669.391639169,181.3162601750795,Sign Face,ONE WAY,R6-1,0.9893301356182949,1.481723558558566,,-17.992448411336415
66,675017.5873693271,1303658.155203071,188.7454081307062,Sign Face,,D1-1,1.107590600574423,1.761203441094226,,4.627572355983473
67,682148.8096712207,1305586.607221748,214.3707840686211,Sign Face,DO NOT ENTER,R5-1,1.644551597555165,2.365825683113158,,8.090652575100897
68,674148.9858081087,1303735.62269344,179.6904676141517,Sign Face,,D1-1,1.059870805170905,1.623946928915389,,2.618662490012463
69,673188.2714228432,1303750.845438119,175.9125906876195,Sign Face,ANTIQUES,D1-1,16.12363524950082,4.413561636381575,,91.8619706377974
70,675402.2824674832,1304060.672847197,197.1797845094038,Sign Face,,D3-1,2.632201343696574,0.4594873764070626,,91.09521834320121
71,681700.5032446194,1305212.289902374,214.8919508125028,Sign Face,"Travelodge
ENTRANCE",D9-20,3.54781512200363,1.932755308201306,,75.65755358089051
72,675277.2521101023,1303656.052914397,186.9537206684326,Sign Face,,M1-5,1.186465458294225,1.696465131178928,,-174.435876992508
73,679834.733009783,1304372.143679922,203.4055882150548,Sign Face,,D3-1,1.221098729318834,2.110160085472848,,-17.276522410954303
74,674488.2605774887,1304072.479385296,203.8852069233475,Sign Face,ONLY,R3-5R,2.597989685579234,3.061323106445352,,-92.83551655942563
75,678388.8365907684,1303704.392237505,184.0924724418163,Sign Face,25,R2-1,0.2323711422954018,1.877488426649038,,-87.54941387422535
76,675261.0597715043,1303702.311174968,193.8845143455349,Sign Face,RAILROAD CROSSING,R15-1,3.370573827287969,3.297144346662706,,-84.40005918748378
77,675725.1438260457,1304050.291163607,195.0853930595482,Sign Face,STOP,R1-1,0.3040144146662058,0.3043640884045228,,127.38558554590124
78,678932.1023464893,1303726.164547057,188.7503579757474,Sign Face,,W1-2,0.6497922179892932,0.5240567282741776,,61.47347801526671
79,673951.3033898862,1304120.974900734,180.9562825380164,Sign Face,STOP,R1-1,1.466257052784517,1.518850329666938,,132.1095731800299
80,675410.4731531659,1304070.574539745,198.5474467189422,Sign Face,WATER,D3-1,2.597448002947909,0.9374056510099275,,-80.9064256195627
81,675361.323632412,1304060.937773417,201.0023508396803,Sign Face,RAILROAD CROSSING,R15-1,3.311332911644082,3.254034231341104,,-86.1211403332348
82,682949.9617778788,1305766.574025672,227.5196500562436,Sign Face,U TURN,R3-18,1.958845833467999,3.126173272846251,,64.79742580962896
83,682927.2265826688,1305650.882567839,213.7943617852783,Sign Face,,D1-1,1.274770873738086,1.390589464680729,,-87.8105537718666
84,673978.0302002113,1303761.385016133,182.4300472729604,Sign Face,,D3-1,0.249732021741041,0.3274333641285032,,170.7046444006195
85,674989.0169889034,1303713.184363778,190.742833305169,Sign Face,,R7-200,1.032057944245226,3.115563333190958,,93.81851201766958
86,675446.2161656817,1303697.831759195,187.5577363041258,Sign Face,BICYCLE ROUTE,D11-1c,2.071327111852451,4.29027662502499,,93.97351601243373
87,674477.5762211997,1303738.348449827,188.4751910211662,Sign Face,NO PARKING,R7-1,1.550272420009603,2.174139257491104,,90.90186637300525
88,673683.0305494413,1303668.826042716,181.2249101903624,Sign Face,,R2-1,1.129104298713013,1.506488330251588,,0.36975727276633863
89,682713.2222663139,1305612.678324662,213.3252278625311,Sign Face,TURNING TRAFFIC MUST STOP FOR,R10-15a,3.069997850678411,2.792365360134855,,-113.15255387479105
90,674333.0981166409,1303743.867645944,184.7716900532143,Sign Face,240,M1-5,1.78628549801083,2.009979109438698,,92.12258033335559
91,672487.2267845174,1303112.928157296,156.1887019174434,Sign Face,Push Button Wait For Walk Signal,R10-3e,1.206702095629975,1.705198541400939,,51.7854039326004
92,674548.7124154639,1303721.290044789,191.9118102366033,Sign Face,E First St,D3-1,2.540963606571588,0.7692223849884793,,1.8285673148012784
93,677983.9027714607,1303708.664698443,178.1176778187092,Sign Face,SCENIC OVERLOOK NEXT RIGHT,D5-1,2.456813307571911,0.6492267267441185,,168.86605677876673
94,675950.3074835669,1303680.135969307,188.2883296775821,Sign Face,NO STANDING ANYTIME,R7-8,1.058348911640838,1.633810246084619,,-84.42219941082506
95,675578.355877237,1304057.339943192,205.5002143288663,Sign Face,ONE WAY,R6-1,2.814383096895193,3.445840726687213,,-179.38200838048792
96,676218.3711664636,1303670.11402869,189.0465977535601,Sign Face,,R7-8,1.087287475117861,3.327166862062269,,92.60895294209874
97,675593.7466287928,1304057.183150124,199.8655917049522,Sign Face,"CITY HALL
POLICE",D1-1,3.577223991158753,3.366230979679137,,-85.04658982502858
98,675654.1057526035,1304053.680537146,197.690895120566,Sign Face,NORTH,M1-6,1.998861708978968,0.6261159937212786,,89.5861064781368
99,675721.9318709726,1304062.921215748,195.1030460467304,Sign Face,,D3-1,0.6395354475874913,0.780103263736084,,-34.69028790275394
100,677304.649966727,1303740.596317762,177.2615595664381,Sign Face,,D1-1,4.057065630209414,1.676632115847169,,102.37472869833745
101,675343.238162688,1303701.285512008,190.8113833399398,Sign Face,MEMORIAL PARK,D1-1,2.955034805407987,2.426440947324898,,95.07612546834433
102,676699.5316482343,1304017.964958411,194.0645328881675,Sign Face,ONE WAY,R6-1,3.354773903143374,1.274931422994518,,-178.36264825961325
103,672575.5429084598,1303182.280530033,155.4781811121071,Sign Face,,OM3,1.536217320153094,1.772407080557715,,35.422575751781075
104,672946.2542125311,1303556.38108249,174.071820912349,Sign Face,NEWBERG KIWANIS CLUB,M1-103bP,2.035291332585292,2.159016338859017,,-121.19344260770957
105,676621.4474985359,1303656.623316767,187.58419388293,Sign Face,,R7-302,1.101531186128851,3.206453376554754,,-88.56854197355004
106,676998.2783129275,1303563.317774054,184.8650706633624,Sign Face,,R2-1,0.5982298980860572,1.592131874223394,,151.20827966352564
107,676436.409650331,1303663.517505996,189.7530770589176,Sign Face,Edwards St,D3-1,2.526143404442494,0.7691403503805946,,96.15633680635847
108,674312.8427750234,1304093.355391174,188.1518897959695,Sign Face,No Right Turn,R3-1,2.220754861205894,1.542687885404572,,66.50207365915348
109,674548.7446551626,1303721.258606077,190.9937047181921,Sign Face,,D3-1,2.513511639254612,0.9091916124964635,,-87.71608621249435
110,675950.3158939232,1303680.125556485,187.0295421569808,Sign Face,"NO PARKING
7AM - 9AM
4PM - 6PM
MON - FRI
TOW AWAY
BUS LANE",R7-302,1.051389756478037,3.117349908107848,,90.08152312036704
111,674770.9418599126,1303720.544727035,191.3547054901026,Sign Face,NO STRAIGHT,R3-1a,2.719713399416505,2.749262871391817,,2.884263837053923
112,675104.3888532022,1303709.258029046,189.4122229698265,Sign Face,RR,W10-1,3.014942557792964,3.263178694592373,,-86.63348672574926
113,675527.0921531377,1303695.214336205,188.1750808525089,Sign Face,S HOWARD ST,D3-1,4.053526115542634,1.12423805270608,,96.35379129683176
114,677233.8215514496,1303762.458337779,182.7008964107547,Sign Face,GEORGE FOX UNIVERSITY RIGHT LANE,D1-1,6.152461832902563,4.548466033510023,,117.52069835022179
115,675820.8957311114,1304062.990901557,200.1168385803046,Sign Face,S 7TH ST,D3-1,3.982827732256391,1.378128613073995,,90.10408125391747
116,678933.3270545459,1304243.354093577,192.5712597563639,Sign Face,Reserved Parking,R7-8,1.668098952200782,2.276075715467998,,-177.70672026454355
117,672807.6745210423,1303234.692518059,167.8069261027262,Sign Face,Push Button Wait For Walk Signal,R10-3e,2.262133743193519,1.924679739268746,,-78.05600020820569
118,674780.6448077344,1304097.452736482,198.0471494228637,Sign Face,E CHARLESTON,D3-1,4.375045067994926,1.064020152792843,,-88.30277340747865
119,671798.7369556817,1302388.733312732,169.0004934700897,Sign Face,10,R2-1,2.198184490829628,2.85712283427321,,141.82324007022032
120,673403.07822735,1303829.193312557,178.3044030571988,Sign Face,SPEED LIMIT 25,R2-1,2.212441890571374,2.893266167853448,,103.47586593327736
121,677356.3544335393,1303718.322891155,178.9853681328544,Sign Face,"MOUNTAIN VIEW
WALDORF
RIGHT 1 MILE",D1-1,2.414228643958024,0.4937805802490454,,-16.50578368070765
122,671810.3317830884,1302307.598631731,171.7486305411535,Sign Face,EXIT,W16-7P,3.31686511440227,1.085510873419093,,-119.1805661982475
123,674543.060455867,1303716.066712988,190.762520046635,Sign Face,CEMETERY,D1-1,3.300321696624355,2.629066233246971,,-63.8836003031176
124,672787.0076727119,1303249.141710216,164.2144649898102,Sign Face,,D1-1,2.077654043207644,1.897030067569001,,-125.73469391648577
125,671798.726092305,1302388.739695591,166.7003079886953,Sign Face,10,R2-1,1.807579687574091,2.128684653697677,,142.4304592401512
126,676498.1985346917,1303659.738752991,188.3793542616139,Sign Face,CHEHALEM TASTING ROOM,D1-1,4.974914582695548,1.693577982309296,,6.83993409173293
127,676071.0369449966,1303675.617305205,189.0960211115062,Sign Face,PUBLIC PARKING,D1-1,2.023824673938,1.621920801210278,,-85.97416318735304
128,674864.3250482354,1303718.329198922,190.3544926179804,Sign Face,NO STOPPING 7AM - 9AM 4PM - 6PM MON - FRI 2 HOUR PARKING 9AM - 4PM MON - FRI,R7-108,1.066339414889418,3.129521536389048,,-87.12004616616831
129,677187.0275311648,1303626.559046828,179.9542580601553,Sign Face,"HOOVER PARK
ROGERS
BOAT RAMP",D1-1,4.850354563845737,4.252811742266958,,-86.9107602964426
130,674288.3137709891,1303748.44608365,186.3275934303968,Sign Face,STOP,R1-1,0.7813860933611712,1.347754883953905,,-141.6850582403301
131,672789.1236782764,1303281.422909994,165.9673171318238,Sign Face,NO TURN ON RED,R3-1a,2.619749683094776,3.023764358104996,,-130.90119686103802
132,674864.2948110024,1303718.30597032,191.6220315397071,Sign Face,"Buses
Only",R3-5bP,1.072750531938758,1.627701552208327,,-88.46259036963183
133,675160.9076481856,1303707.415259934,188.8956431240676,Sign Face,AUTHORIZED VEHICLES ONLY,R5-1a,1.073649392666153,1.58824652355174,,-89.26541772177026
134,674227.4594373968,1303750.013013104,184.0481522426959,Sign Face,NO PARKING,R7-1,2.080552338615177,2.71745123888251,,99.78520395989953
135,676071.1530880105,1303676.151663192,187.6216462502771,Sign Face,US,M1-4,1.081662775650425,1.700550630649556,,94.01261054712211
136,674989.0746599173,1303713.386112203,190.0573861479575,Sign Face,,R7-200,0.9653788656387429,3.026950116858394,,96.82982547813998
137,675552.7581572285,1304069.373961401,196.0006106468765,Sign Face,No Left Turn,R3-2,1.398796249875246,1.244815922002467,,-26.800041410179535
138,681065.7256048247,1304964.259487643,221.0742071456612,Sign Face,JESUS CHRIST LOVES YOU! HE DIED FOR YOU! WWW.JESUS2020.COM,D1-1,1.515015333969136,1.113245904132763,,-69.6873997362107
139,675554.1554778332,1304105.003734478,196.1282146483397,Sign Face,,D3-1,2.814367061524879,1.37466155090357,,95.6555282385474
140,672728.9776919148,1303362.843317828,172.9456560730124,Sign Face,"ATLANTA
AUGUSTA",D1-1,5.707845991364927,1.344049148985094,,121.63138214574526
141,675446.2522100654,1303697.71861988,188.9972964208712,Sign Face,EXCEPT RIGHT LANE,M3-2,2.03126371689043,0.677967243620104,,-86.5843454766829
142,678702.7395182772,1303622.750607268,179.1794837215257,Sign Face,,OM3,1.014160710995591,3.108294617159785,,96.1565223589188
143,678695.0332290609,1303620.180943086,179.3837383575143,Sign Face,,OM3,1.020951690323397,3.151494882551078,,94.96063688054694
144,674589.6039676856,1304103.407268654,196.9750761897674,Sign Face,E MAIN ST,D3-1,3.129979522209468,1.228925065574996,,-78.95341369912748
145,678687.6168968861,1303617.558363747,179.4746847202274,Sign Face,,OM3,1.021792373945081,3.047967402953801,,98.94093107547825
146,674612.2308294983,1303727.212637633,189.2372168492899,Sign Face,NO PARKING,R7-1,1.051243091505656,1.584482904807163,,-86.72846968568703
147,674589.5166601787,1304103.385541901,190.5570701888981,Sign Face,,W13-1P,1.503991603538433,1.308190149897978,,-68.47218636348575
148,673485.1194496294,1303715.762438316,183.3654584758992,Sign Face,RAILROAD CROSSING,R15-1,3.25684276778554,3.313039309709403,,-102.30505315052467
149,675120.6306527045,1303709.611063759,188.704692369947,Sign Face,NO PARKING ANY TIME,R7-1,1.087572591824169,1.481427588644303,,102.18709159652587
150,675380.7545588777,1303700.241125993,189.0556370091379,Sign Face,STOP,R1-1,0.992898983279551,1.597328996408017,,92.31539824388184
151,673288.2415220246,1303647.782830947,175.5612565062619,Sign Face,2 TRACKS,W16-7P,2.221594567061096,1.944729818759628,,65.45943845213266
152,676541.2139020945,1303659.37450447,187.1761570677172,Sign Face,1,M1-1,1.040992285479398,1.658360202481427,,93.8255985723261
153,675132.2553669126,1303705.948553891,198.0261673363617,Sign Face,CAMEO,D3-1,11.43552969134073,3.575921606204015,,-88.27097026454545
154,673981.1388280513,1303751.777085312,182.7131521269534,Sign Face,,R3-2,3.177900444178443,3.024441363617504,,-178.61858544372072
155,676645.5395645422,1303655.430548039,187.3163077686844,Sign Face,"Bicycle Boulevard
Downtown 1.5
North 1.5
East 1.5",D1-3c,2.079708526140748,3.466168882965728,,90.69016602620765
156,679085.5104470882,1303682.136732967,186.6243213092377,Sign Face,,M6-2,1.981997192688188,1.452117571680564,,93.1452567809268
157,679085.3838912523,1303682.286717653,190.3939005182926,Sign Face,219,M1-4,0.5189482406211963,2.017617616753566,,-153.4991217453506
158,676183.6107638943,1303670.177206485,195.7909587399043,Sign Face,S COLLEGE ST,D3-1,4.387664904431721,1.467152197999278,,-84.07146933502082
159,672680.7122347614,1303177.365477835,162.9859909679136,Sign Face,,M6-1B,1.904139603216817,1.548930728842267,,-121.30350524634702
160,673758.397453232,1303750.431228077,185.567879824451,Sign Face,First St,D3-1,2.317123134618043,0.8648336715898488,,178.80577747509423
161,678919.2116734302,1303782.671927985,186.6584821234979,Sign Face,ONLY ONLY,R3-8,4.706744916169974,2.975733339630087,,6.842967668087889
162,676807.4229012076,1304012.999043582,191.2254901294762,Sign Face,,D1-1,1.985033353169759,1.056467982258384,,92.33019290401994
163,675491.2111707312,1303696.783568495,186.8515698840428,Sign Face,RESERVED PARKING,R7-8,1.055369266061958,1.699091998610909,,-88.46369542491945
164,675751.1746793973,1303676.786645083,183.9600750379491,Sign Face,,D1-1,2.081728982800261,1.604577472673,,-177.71029179502736
165,675509.399166702,1303696.342525412,186.8214327744114,Sign Face,Reserved Parking,R7-8,1.042343656534911,1.708634217267274,,90.27168087192086
166,674333.0170167778,1303743.775632643,186.3807964424577,Sign Face,JCT,M3-1,1.789890914138534,1.457451678949391,,-86.3085477890431
167,673758.562656657,1303750.83452468,184.7212811066538,Sign Face,IL,M1-5,2.533209918365078,0.822924449062097,,89.75570598711873
168,676480.1631266116,1303634.513641798,189.0711342167795,Sign Face,ONE WAY,R6-1,3.216420728077725,1.165337684586292,,177.19124952713136
169,675380.7289273159,1303700.257646335,187.9042098127454,Sign Face,NO PARKING 7AM TO 9AM 4PM TO 6PM MONDAY TO FRIDAY,R7-302,1.015705386484702,3.067390343022784,,-86.90550304216005
170,673485.4868019725,1303715.598336247,177.8105730997424,Sign Face,TO,M1-8,1.001600616090879,0.8758915260707925,,76.75298219721105
171,677908.7538360676,1303625.803166067,176.2498231296593,Sign Face,219,M1-5,2.664237275836974,2.581339104594834,,79.3621645794817
172,675654.1101580282,1304053.83322516,196.3851403914227,Sign Face,BIKE ROUTE,D1-1b,2.376157937087412,4.339473923360268,,90.51201795319244
173,681084.3709639742,1304929.526919347,213.5500734784287,Sign Face,DO NOT ENTER,R5-1,1.71519952809091,2.133371284001768,,60.757807654097064
174,675832.9529779229,1303684.145105998,188.0556556721187,Sign Face,NO PARKING ANY TIME,R7-1,1.599089464959823,2.228431110306988,,93.8883325379118
175,676621.4739310838,1303656.651351288,186.7264126454254,Sign Face,,R7-8,1.014355677632209,3.080706153641848,,90.10195131490896
176,674671.2579130878,1303725.408415987,190.8293805009239,Sign Face,,D3-1,0.9740575209377318,1.472710800452495,,-91.60552780124841
177,676645.5704025149,1303655.482712273,189.3837441521495,Sign Face,,M1-4,1.988647960302398,1.017645764069294,,-91.4895870278374
178,676145.8326454302,1304042.899962378,199.9650454182766,Sign Face,"NORTH
219
SCHOLLS
HILLSBORO",D1-1,7.042503106625373,5.525337273054548,,93.87619280907023
179,675733.8857905511,1303687.628795674,187.8231130784706,Sign Face,,R2-1,1.011612651542103,1.68416795768137,,-89.9571973780177
180,676652.8029083333,1303587.276075348,182.8437254096708,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.4580985568952685,0.2063618449792461,,-91.37836502085607
181,677214.4809361895,1303554.659812987,178.0312041509937,Sign Face,NO LEFT TURN,R3-1,2.29769960788917,4.903123447588422,,-177.33408679168863
182,676345.0823936001,1303666.136330712,189.0334284123602,Sign Face,NO STANDING ANYTIME,R7-302,1.062664968448048,1.6363139149398,,-86.51435797076394
183,676541.2191085054,1303659.375405579,188.3888284277231,Sign Face,,R7-1,1.081423516192148,3.101657733829628,,-84.17912890217264
184,676345.0896024769,1303666.187293466,187.4849466738867,Sign Face,2,M1-2,1.045759777071595,1.629932424214881,,93.7807212883595
185,675832.9874203339,1303684.219597724,186.2622786293634,Sign Face,TAXICAB BUS STOP,R7-107,1.14624219851231,1.731541917080015,,-85.55327766875571
186,675653.9693846855,1304053.566696968,198.5538952844478,Sign Face,,M1-8,2.051778822120406,1.168565096191847,,-91.03795776163619
187,677214.4901475321,1303554.725043309,180.0725928353641,Sign Face,No Left Turn,R3-1,2.375950259486521,2.519866534731206,,0.39946427346844443
188,676890.7214717354,1303638.610636673,188.2861895423052,Sign Face,"NO PARKING
12AM - 7AM",R7-1,1.275879660929282,1.695955714841527,,130.79101105401082
189,677282.4149874629,1303616.95426989,178.3733801803693,Sign Face,S RIVER RD,D3-1,3.320132418880312,1.11559303257409,,89.48533885939291
190,676890.7386929409,1303638.621349865,186.6824053315794,Sign Face,NO STOPPING TOWAWAY,R7-200P,1.173455297477602,1.670272722644756,,131.47889935574636
191,678507.9520647986,1303784.899871386,184.2251780376788,Sign Face,,D3-1,1.121902559685895,1.906678276112073,,90.78495196043563
192,680618.6294685263,1304769.618214164,215.8191425192829,Sign Face,MASSAGE,D1-1,2.078141753129133,6.038929846655978,,-102.10340944672537
193,677002.7213839473,1303626.838290678,190.4320349755378,Sign Face,S Center St,D3-1,3.274096826242962,1.236906866701882,,92.27173367762205
194,678391.830277074,1303710.051305856,180.9693658357659,Sign Face,Push Button Wait For Walk Signal,R10-3e,2.180040273766505,1.737842644293477,,-5.043040542959666
195,678900.569518226,1303984.830157543,190.4298416497642,Sign Face,H,D9-2,2.46039603951722,3.590358523871954,,161.2538438202704
196,674552.5653598255,1303795.202958195,194.2584591812478,Sign Face,240 Chehalem Valley Yamhill,D1-1,10.7389813645931,5.950581213933589,,89.89987972242824
197,677908.7350128895,1303625.837358169,174.5514490071998,Sign Face,,M6-2,1.924512150093639,1.590312153022746,,-98.71202729499676
198,679357.6663690042,1304232.26784241,199.5735539763747,Sign Face,STOP,R1-1,1.488858027251686,2.359194470828599,,67.19180665135116
199,678997.3486882247,1304004.579476064,192.2053623299089,Sign Face,,R2-1,0.1839242308471459,0.3178375149805714,,111.40135637160628
200,678900.4842131848,1303984.830858406,192.4816462849197,Sign Face,CITY PARK,D1-1,3.154331187563618,2.373442484012113,,-18.96852592982867
201,679940.9534053291,1304499.318978497,209.0504859913807,Sign Face,,M6-1B,1.769301303102588,1.387961228375673,,-113.40413957170365
202,682776.294330731,1305668.356084028,214.8007072087789,Sign Face,"Mt. Vernon 1/2
Tacoma 2
Seattle 36",D1-1,1.17340054255458,0.5106403054840608,,-21.833011793731526
203,676646.0425839402,1304018.002404521,192.0514571922786,Sign Face,"SPEED
25",R2-1,3.122176945678831,4.545542902833833,,93.24605338328196
204,678900.4553776778,1303984.832059885,188.8234604912608,Sign Face,,M6-3B,2.143423505655424,1.539062522840625,,-19.67248248682651
205,680863.1745916092,1304867.182550986,213.8056444282735,Sign Face,,D3-1,1.043058403833645,1.897847089241809,,54.5068385910283
206,676022.9112849839,1304040.366743073,195.164165056234,Sign Face,SOUTH 99W USE LEFT LANES,D1-1,3.595235623086844,5.024224910836207,,94.2408742934841
207,674405.1924907694,1303741.673143722,188.477784840091,Sign Face,SPEED 25,R2-1,2.65034986293222,3.239724032209301,,94.55407294608548
