OBJECTID,X,Y,Z,Layer,Text,MUTCD,Longitude,Latitude
233,3115474.130796589,1211635.670589443,5451.825922788958,Sign Face,NO DUMPING,R5-33,-105.08833864195297,39.913583380832065
234,3115455.097798136,1211667.436040696,5452.754839764615,Sign Face,RIGHT LANE ONLY,R3-17,-105.08840596734704,39.913670825179025
235,3115474.166840901,1211635.648562364,5453.06187503475,Sign Face,NO PARKING,R7-1,-105.0883385138226,39.91358331990446
236,3115633.696560749,1214227.941830389,5402.737504236281,Sign Face,AHEAD,W16-9P,-105.08772683835582,39.92069758887438
237,3116084.501963988,1210550.160504095,5440.025386746705,Sign Face,NO DUMPING,R5-33,-105.08618078007338,39.91059566358958
238,3116084.558032917,1210550.089216457,5440.8610124711,Sign Face,,,-105.08618058138711,39.91059546717403
239,3116161.975607177,1210295.847461188,5433.397537154735,Sign Face,LANE ENDS,MUTCD W4-5,-105.08590883873084,39.909896536190125
240,3116084.686991454,1210549.970270229,5441.492987835388,Sign Face,"NO PARKING
LOADED VEH. OR TRUCKS 2 TONS UNLADEN
<->",R8-3,-105.08618012365984,39.91059513899339
241,3115316.275134765,1213378.246847276,5420.71493000863,Sign Face,HWY 287,D3-1,-105.08887258212924,39.918369071885614
242,3115703.030597411,1214086.571234686,5403.740549842894,Sign Face,,D3-1,-105.08748198744001,39.920308616501984
243,3115635.82157316,1214114.846795599,5401.961906996151,Sign Face,,W1-8L,-105.08772113677823,39.92038709595828
244,3115633.549980549,1214227.828090562,5404.863811989208,Sign Face,AHEAD,W11-2,-105.08772736284155,39.92069727850935
245,3115182.243961873,1213231.009038641,5417.389817239821,Sign Face,LEFT LANE MUST TURN LEFT,R3-7L,-105.08935285628132,39.91796658297376
246,3115120.928182555,1213208.107284084,5416.415012601595,Sign Face,SHARE THE ROAD,W11-1,-105.08957183376715,39.91790449289391
247,3115175.892954182,1213296.732236273,5419.290313012978,Sign Face,RAILROAD CROSSING,R15-1,-105.0893744135008,39.91814708551463
248,3115164.997960286,1213279.262759955,5417.753242145757,Sign Face,RIGHT LANE MUST TURN RIGHT,R3-7R,-105.08941354420467,39.91809926720421
249,3115175.863718241,1213296.796315049,5416.512723348518,Sign Face,NO TRAIN HORN,Unknown,-105.08937451667353,39.91814726179388
250,3115208.057696308,1213172.29285517,5418.152364061257,Sign Face,,,-105.08926179622678,39.91780506846014
251,3115541.239697753,1211526.329369452,5454.12733799992,Sign Face,"NO PARKING
THIS SIDE OF STREET
NO DUMPING
ALLOWED
$500.00 FINE",R8-3,-105.08810121505354,39.91328236426228
252,3115164.937085448,1213279.228317613,5414.866909421663,Sign Face,Recycling Center,D9-2,-105.08941376180121,39.918099173427656
253,3110697.240667195,1214949.633851467,5420.547934085112,Sign Face,STOP HERE FOR,R1-1,-105.10531527986663,39.9227404221467
254,3115151.882236307,1213250.238278347,5426.458853872995,Sign Face,RAILROAD CROSSING,R15-1,-105.08946078280977,39.91801975657111
255,3115225.827141397,1213301.910602362,5415.052575172166,Sign Face,,R4-7,-105.08919630494151,39.91816066613684
256,3115630.303589558,1213880.790255275,5404.038947932303,Sign Face,,,-105.08774468943692,39.919744639925405
257,3112418.300073017,1214496.195611517,5440.08171067673,Sign Face,NO PARKING,R7-1,-105.09918633084646,39.92147446120415
258,3116018.009821044,1210731.491425523,5447.081570729395,Sign Face,NO PARKING ANY TIME,R7-1,-105.08641479362828,39.91109430081328
259,3115830.708359659,1211051.108751064,5455.387038972755,Sign Face,NO PARKING ANY TIME NO DUMPING UNDER PENALTY OF PROSECUTION,R8-3,-105.08707717739752,39.91197410344562
260,3115682.33155078,1211294.629726609,5456.575020526429,Sign Face,SPEED LIMIT 35,R2-1,-105.0876020782684,39.912644507341234
261,3115308.06263863,1213324.515191595,5409.26736930726,Sign Face,,OM3,-105.0889027491218,39.91822167351424
262,3110698.092514424,1214950.618261664,5420.159137363017,Sign Face,,,-105.10531222707175,39.92274311411964
263,3115830.742001016,1211050.777143398,5458.047905454616,Sign Face,RIGHT LANE BICYCLE ONLY,R3-17,-105.0870770629765,39.91197319269359
264,3115195.991262287,1213318.869050441,5421.791957190415,Sign Face,HWY 287,D3-1,-105.0893023944254,39.91820759946976
265,3116182.960605346,1210223.544574733,5431.802288515945,Sign Face,,W1-8L,-105.08583523685598,39.90969778285652
266,3115236.057317992,1213221.399625189,5418.869771014432,Sign Face,,R2-1,-105.08916116265176,39.91793951915481
267,3116126.989396443,1210408.275275722,5435.212374497632,Sign Face,NO DUMPING $500 FINE 60 DAYS,R5-2,-105.08603168386354,39.91020561898724
268,3115302.560674722,1213281.941252793,5421.461040999473,Sign Face,,D3-1,-105.08892306812405,39.91810487054504
269,3116126.936531452,1210408.290093939,5436.719521077057,Sign Face,NO PARKING,R7-1,-105.0860318720668,39.9102056603434
270,3115209.863916808,1213311.949343614,5426.392397173624,Sign Face,ONLY ONLY ONLY,R3-8,-105.08925305051457,39.91818842725791
271,3112251.209458089,1214446.866968736,5445.443319224497,Sign Face,ANYTIME,R7-5,-105.09978285763083,39.92134111709904
272,3115207.88067869,1213172.091007025,5426.701592912257,Sign Face,RAILROAD CROSSING,R15-1,-105.08926243065183,39.917804516602175
273,3116042.246817097,1210673.772067511,5445.577942537845,Sign Face,,,-105.08632935382929,39.91093554055322
274,3116042.266841715,1210673.738826646,5447.175207718194,Sign Face,"NO PARKING
BETWEEN 9 AM TO 5 PM MONDAY TO FRIDAY",R7-1,-105.08632928299879,39.91093544904469
275,3115593.837960082,1213850.531456244,5403.363686541299,Sign Face,,R2-1,-105.0878751994135,39.91966203950869
276,3115596.823230061,1213995.520099839,5402.0530502943,Sign Face,BEGIN,R10-15,-105.08786215371299,39.920060020811924
277,3115552.35976835,1213915.1068428,5403.487125792882,Sign Face,,,-105.08802200917175,39.91983983944093
278,3115635.641351603,1214114.789124701,5403.796562452694,Sign Face,,W11-2,-105.08772178027269,39.92038693994174
279,3115596.804006428,1213995.452817124,5403.931991444012,Sign Face,CENTER LANE ONLY,R3-9,-105.08786222336501,39.92005983635427
280,3115228.431142658,1213409.558941189,5426.347955038131,Sign Face,NORTH,M1-5,-105.08918524326536,39.91845614674437
281,3115278.389359415,1213459.500337266,5414.007199401439,Sign Face,RIGHT LANE MUST TURN RIGHT,R3-7R,-105.08900630852354,39.91859260919726
282,3115278.069766519,1213459.763861232,5411.238523820619,Sign Face,Recycling Center,D9-2,-105.08900744357413,39.91859333668348
283,3115646.739795613,1211355.09926559,5454.748836421749,Sign Face,NO DUMPING,R5-33,-105.08772795586847,39.91281096130258
284,3115411.959966104,1213536.542249701,5409.343594265362,Sign Face,NICKEL,D3-1,-105.08852883121592,39.91880240238008
285,3116183.213716511,1210223.659115545,5428.905436609964,Sign Face,,,-105.08583433268065,39.9096980940461
286,3115320.596447224,1213375.095773464,5408.284392122011,Sign Face,Push Button Wait For Walk Signal,R10-3e,-105.08885722802563,39.91836036662966
287,3111650.002556894,1214418.193318426,5453.934719170313,Sign Face,,,-105.10192681299102,39.92126983178575
288,3112271.519626647,1214493.364931586,5445.820756669423,Sign Face,NO PARKING,R7-1,-105.09970969698061,39.921468510605195
289,3116568.818965128,1211864.081789597,5424.927852967958,Sign Face,6,M1-5,-105.08443235662477,39.91419639293425
290,3115362.936498493,1211919.995327602,5450.611984324833,Sign Face,NO PARKING ANY TIME,R7-1,-105.08873033913345,39.91436531913973
291,3115362.349376708,1211919.52635106,5451.97838130949,Sign Face,,,-105.08873243995075,39.91436403919113
292,3115315.833792194,1213377.807907661,5420.689273465425,Sign Face,HWY 287,D3-1,-105.08887416284365,39.91836787253606
293,3117061.081734496,1211900.005152431,5423.076017015358,Sign Face,,M6-1,-105.08267686383302,39.91428866250634
294,3117114.480180541,1211880.089468837,5420.830409474751,Sign Face,,,-105.08248683530111,39.9142333003984
295,3115363.396263712,1211919.815907029,5454.658269613565,Sign Face,,W11-2,-105.08872870305738,39.91436482074461
296,3115363.258494343,1211919.930047349,5452.053169344843,Sign Face,,OM3,-105.08872919231186,39.91436513583415
297,3117200.525961995,1211901.207830959,5419.170431259851,Sign Face,,R4-7,-105.0821797318609,39.9142901614492
298,3116203.351759329,1210333.619152302,5434.579448528588,Sign Face,35,R2-1,-105.0857607152618,39.90999969569036
