OBJECTID,X,Y,Z,Layer,URL,Text,MUTCD,Width,Height,Condition,Orientation,Longitude,Latitude,matched,match_idx,match_distance,Source,File2_Lat,File2_Lon
510,1432299.593,359449.6394,1157.940641,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-273de6d5-e1a1-405a-81d1-20469ab38aaa,"IRWIN
30
Irwin
McKeesport
EXIT ONLY",E1-1,15.30581952,17.85674929,,-11.22421432,-79.67266393,40.3040328,True,655,0.0891537741215381,File 1,40.304032,-79.672664
512,1441470.509,337895.9133,1038.952962,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a41bf327-bc39-441f-9e29-990d29a072af,NO TRUCKS BUSES TRAILERS LEFT LANE,R14-1,4.255533937,5.034131741,,152.9933458,-79.63813757,40.24542337,True,1305,0.06561217184204114,File 1,40.24542392,-79.63813729
517,1484866.631,305518.3134,1286.133286,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-07736292-dc8e-4c8a-9010-7e9bb221ee80,"MILE
83",D10-1,0.734181286,2.433898393,,129.1842895,-79.48043549,40.15900319,True,63,0.1300497342761692,File 1,40.159003,-79.480437
519,1484097.285,306256.6515,1269.951042,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-141c5259-867d-4bfa-9aff-ef0518291c60,"MILE
83
.3",D10-1,0.62490818,3.754966997,,-114.3758026,-79.48323934,40.16098819,True,845,1.2702817633297905,File 1,40.160998,-79.483247
521,1430709.029,362363.3782,1099.350062,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e7abc697-342e-4cc0-ac4b-5d101fde7fc0,"MILE
67
.3",D10-1,0.691181353,3.940743039,,89.57744355,-79.67859356,40.31193406,True,405,1.4943869302012875,File 1,40.311936,-79.678611
525,1433746.786,346069.2797,997.7389952,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-85d24eb4-eb90-45fb-a53c-37ed221a4366,"MILE
70
0.5",D10-1,0.296930147,2.366505778,,109.9320406,-79.66643533,40.26739794,True,22,0.4524075512069072,File 1,40.267394,-79.666434
526,1432838.156,356161.6421,1111.558771,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0bca6e41-ff32-4acc-90df-c8a685b03d99,EXIT 67,E1-5P,8.594222446,2.848404847,,169.6264014,-79.67047705,40.29504137,True,865,1.080549391639316,File 1,40.295038,-79.670489
529,1493753.259,302243.5924,1462.816169,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f52e6561-c59e-48d8-909b-a8e9428dee8c,,W1-8R,3.299449579,3.824390625,,58.97231339,-79.44842182,40.15048901,True,668,0.6644730423300196,File 1,40.150493,-79.448416
530,1499615.354,301371.8191,1685.212449,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-50c839f9-166d-4056-b199-1d143fca8aa7,,W1-8R,3.116305287,3.987163779,,133.0468631,-79.42739584,40.1484039,True,616,0.017566464783086495,File 1,40.148404,-79.427396
531,1504467.238,296894.3182,1790.518349,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a3276836-1535-4ccc-a5dd-1397b185070a,MILE 88.1,D10-1,0.534215338,3.329767319,,111.7883426,-79.40974172,40.13636655,True,198,0.28839409487345713,File 1,40.136365,-79.409739
532,1494926.012,303435.9198,1514.308096,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-94b40262-cf29-46be-bf2b-739538dd4423,,W1-8L,2.661887855,3.957283686,,-117.876356,-79.44430912,40.1538233,True,721,0.12295936879430477,File 1,40.153824,-79.444308
533,1500766.192,300149.9362,1752.347752,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e97d6cc0-6328-48f0-8395-74944cb3a9bc,Freeman Falls Rd,D3-1,8.950957878,3.422422241,,-54.2049545,-79.42319698,40.14511024,True,439,1.001454805506559,File 1,40.145118,-79.423191
534,1430993.943,381011.1864,1155.234264,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ec28086d-47e4-43aa-90c8-e7cf0ae08582,,R8-3,2.712302371,3.576073634,,-134.007683,-79.67903267,40.36312792,True,87,0.9667202238341966,File 1,40.363131,-79.679022
535,1430993.77,381011.6157,1152.117582,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c5ac75d7-f531-466b-b26a-0117da7218f6,,M6-1,2.881757568,1.818892132,,45.02431069,-79.67903333,40.36312909,True,274,1.0130093964525047,File 1,40.363132,-79.679022
536,1444646.336,335689.319,1068.080821,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-171715b7-d26c-4111-9fce-95c9b836c266,"MILE
7
3
.7",D10-1,1.114583411,3.98233636,,129.1759045,-79.62659531,40.23955329,True,335,0.13637039773591422,File 1,40.239554,-79.626594
537,1427737.242,374513.4511,1038.029777,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-839d6511-c436-4386-88d3-6e00dca5eec0,"MILE
64
.8",D10-1,1.111825039,3.941201415,,22.84009589,-79.69020451,40.34509987,True,56,2.2510083000962715,File 1,40.345084,-79.690221
540,1484453.128,305824.6949,1284.352347,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b5c8a47f-5a11-44fa-b5e7-02eaa8d09086,EMERGENCY STOPPING,D8-2,11.05269715,2.92151191,,115.5110242,-79.48193612,40.15982182,True,60,2.957175915747384,File 1,40.159848,-79.48193
545,1484438.167,305836.777,1283.399375,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5c7cc1eb-ade5-41be-a4c4-3ea637046d90,MILE 804,D10-1,18.11667665,4.439757681,,75.94804912,-79.48199049,40.15985418,True,59,3.227112779901942,File 1,40.159881,-79.482005
549,1476234.036,312077.3233,1179.912703,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-406c4190-e03e-4568-a8e8-dc0c4ab4f0b4,"MILE
81.4",D10-1,1.013359849,3.861172171,,-65.16514265,-79.51178283,40.17653625,True,549,0.13974205228000938,File 1,40.176535,-79.511783
550,1448332.654,331413.9894,1023.454659,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3195a61b-0722-4595-9819-63b894d802a4,"74.8
EB",D10-1,1.015178687,1.122814917,,79.13625014,-79.61307073,40.22803406,True,1101,4.5297093975472,File 1,40.228,-79.6131
554,1431815.99,360535.2492,1165.284219,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a12ff7ac-720f-4309-a4d6-6b246bfed758,WENDEL ROAD,D3-1,8.748436249,1.494132925,,147.1788499,-79.67448226,40.30698323,True,1073,0.6750090004574353,File 1,40.30698,-79.674489
557,1443099.942,336146.4858,1044.786784,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-32b88420-de14-4aba-9533-1c21954b3839,MILE 73.4,D10-1,0.937994346,3.622723171,,-60.32056524,-79.63216817,40.24071763,True,214,0.0715234570605693,File 1,40.240717,-79.632168
564,1498348.634,303470.741,1614.984626,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8fe1b3af-4aca-40bf-97eb-4561d610a5c2,,W1-8L,2.90473699,3.88076227,,145.5141319,-79.43206933,40.15409847,True,646,0.0772893360411356,File 1,40.154098,-79.43207
565,1435001.276,345142.2488,1022.037567,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5ce4f963-2986-481a-ad9b-0592e1ab6570,MILE 70.8,D10-1,19.14844037,4.395934275,,-139.9794539,-79.66186901,40.26492842,True,302,3.686937405418195,File 1,40.264947,-79.661905
571,1438504.251,343927.1038,1104.951398,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-21d6f87d-738b-4789-958d-21f4de002fd7,"MILE
71
.5",D10-1,17.70866725,3.910927479,,-120.1298105,-79.64922584,40.26180101,True,308,0.617438477872791,File 1,40.261802,-79.649233
574,1453278.949,326488.9748,1048.48478,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-37680a22-4c65-4078-94fd-46e8a5396fcf,60 M.P.H,R2-1,2.982694547,1.457457564,,63.10723546,-79.59499141,40.21480253,True,146,3.242493836176782,File 1,40.214775,-79.595004
575,1453642.231,325937.4392,1047.049416,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-83d88790-da17-421b-b273-a31e53435785,EMERGENCY CELLULAR *77,D12-3,0.539506951,4.515098349,,-117.3681159,-79.59364966,40.21330967,True,1158,1.1723242274600245,File 1,40.21331656,-79.59366011
577,1504079.805,297889.8869,1790.599677,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bd06df3a-2d14-4f2b-a5d8-72e098b5977f,"MILE
87.9",D10-1,0.499412299,3.018272465,,-122.6589128,-79.41119413,40.139079,True,609,0.8245037497345726,File 1,40.139082,-79.411203
579,1498170.122,303589.4462,1609.705224,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-134ce07a-3865-4f68-bdbe-db511d648f60,,W1-8R,3.048861046,4.015831444,,134.3313363,-79.43271593,40.15441493,True,788,0.13770739971694487,File 1,40.154414,-79.432717
580,1494784.001,303268.9602,1506.951001,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-25649695-684a-4bfb-88a4-51a6592118ff,,W1-8R,2.883492123,3.880002742,,-133.6172586,-79.44480561,40.15335758,True,888,0.2131155751673744,File 1,40.153357,-79.444808
581,1431993.348,360079.098,1145.007742,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-afbb7f4c-a73c-439f-880c-f3e289353ca0,"MILE
67
8",D10-1,0.843529973,3.457674955,,157.0007768,-79.67381085,40.30574198,True,407,0.36839582357807893,File 1,40.305741,-79.673815
582,1431304.276,361443.1493,1124.94663,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d4e21688-05c3-43bc-b5fe-319f78d15232,,OM3,1.391251759,1.879855946,,148.7245695,-79.67638763,40.30944425,True,941,0.9380486853218203,File 1,40.309452,-79.676392
583,1431306.167,361444.4181,1129.564106,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-92940a1d-21ff-4b3a-a172-5354a8724845,EXIT 67,E1-5,6.951481828,5.088984722,,141.7372815,-79.67638095,40.30944785,True,0,0.9461823376355599,File 1,40.309455,-79.676387
584,1431307.532,361445.9624,1125.072935,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ec3d1c6b-27e3-46d2-9483-0b40c749f88d,,W16-7P,0.58681115,2.054309866,,52.17219208,-79.67637618,40.30945217,True,940,1.0007895863800291,File 1,40.30946,-79.676382
585,1498476.686,303291.2284,1618.094499,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-811fffd1-234c-4d15-8498-3bc0e300d52f,,W1-8L,2.288706619,4.247975427,,148.8690797,-79.43159907,40.15361247,True,494,0.05923282804585462,File 1,40.153613,-79.431599
588,1491248.222,302069.0082,1417.130129,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-fc13351a-d786-45a5-ba98-a41f1e77ad2e,MILE 84.9,D10-1,0.901647025,3.21820732,,-87.42760878,-79.45736937,40.14987726,True,876,0.14998903699896382,File 1,40.149876,-79.45737
591,1453015.912,326909.1489,1048.164637,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-07c16a55-075c-4dd0-be9c-b145ce61389b,,W1-8L,2.714602074,3.724670376,,164.0093555,-79.59596451,40.2159406,True,17,1.667999952362749,File 1,40.215926,-79.59596
592,1432889.675,355968.0473,1078.187345,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1eaffafe-f571-4e7e-a5bf-dad8caabcd8a,"MILE
68
.6",D10-1,0.883423743,2.861888024,,0.71110537,-79.67027731,40.29451314,True,142,0.24504734975811907,File 1,40.294511,-79.670278
593,1452981.383,326875.8856,1045.257563,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b27a1eb0-faf9-40d3-858d-b37162308e09,MILE 76.0,D10-1,0.456767197,1.554683535,,103.5993841,-79.59608564,40.21584733,True,92,1.0822759039458778,File 1,40.215853,-79.596096
594,1453018.11,326916.6526,1047.715184,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-70e09e17-a4a1-4222-a381-605900938205,6,M1-4,116.8697753,39.94441554,,-47.99473672,-79.59595721,40.21596132,True,441,3.318989862843506,File 1,40.215965,-79.595996
597,1502694.007,298714.9937,1774.91548,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1c57a9c7-7561-42d2-b6dc-d8d4169dfc40,"MILE
87.6",D10-1,1.038266836,3.770924896,,-58.71838818,-79.41620553,40.14127194,True,365,0.23453787191081213,File 1,40.141271,-79.416208
609,1499574.267,301323.0127,1686.814631,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-30be2011-20cb-4c5f-adc5-f7a5d3ee8787,,W1-8L,2.945117296,3.929933657,,-45.41089809,-79.42753947,40.1482678,True,434,0.3129418400694648,File 1,40.148267,-79.427543
610,1478400.312,310568.0758,1180.056279,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2a9985d0-2c87-400d-8663-460ecee77a28,"PARK
BEHIND
LINE",R7-33,2.268226754,3.039507359,,-104.2413497,-79.50392467,40.17251241,True,907,4.130800295404218,File 1,40.172502,-79.503878
616,1505023.642,293870.4257,1801.329829,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-837af2fa-cb50-42a4-adb9-704aa6881b3b,MILE 88 8 .7,D10-1,8.085748128,4.181489785,,-52.88446707,-79.40754907,40.1280958,True,163,1.129096259442408,File 1,40.128094,-79.407536
617,1478837.56,310319.5431,1183.878979,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d2105e6b-2c42-4b15-9987-138f1ded6e62,"WEST
INTERSTATE 70
MILE 88",D1-1,0.063894779,4.336891377,,-173.9952775,-79.50234265,40.17185412,True,814,0.2001142585307727,File 1,40.171854,-79.502345
619,1450539.033,329583.2396,986.2108229,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-16133bcc-af29-4746-983f-94c0db811599,,W1-8R,3.034093282,4.26208144,,-27.16218989,-79.60503281,40.22313712,True,1005,0.22006757739026606,File 1,40.223139,-79.605032
620,1498762.976,302859.1235,1633.134176,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-239040d0-0033-474b-b0a5-8ba4e4901333,"MILE
86.5",D10-1,0.521969815,3.927414544,,59.2486311,-79.43054565,40.15244147,True,564,0.8024621889098669,File 1,40.152446,-79.430553
621,1433509.733,346496.8197,998.3380817,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e8e04ef9-9093-4917-855b-be5a819a5aaf,MILE 70.4,D10-1,1.199305729,3.600773922,,-14.69384805,-79.66731786,40.26855717,True,554,4.374237320069868,File 1,40.268595,-79.667332
623,1433213.395,348054.0044,1006.157445,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e896aa46-88a7-47e8-b3cd-81790be799b6,701,D10-1,0.228798513,2.612870172,,-74.10784158,-79.66850078,40.27281307,True,155,0.22277522152827525,File 1,40.272812,-79.668503
627,1505026.409,293873.8783,1798.958805,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0104ddb8-131b-4fad-b6c6-cdc8c07610e1,,M1-4,0.3968558,0.617067682,,151.3883993,-79.40753941,40.12810542,True,54,1.8297519162471314,File 1,40.128089,-79.407538
628,1505026.801,293868.0339,1802.968347,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4e096a0c-d49f-4deb-9437-3ad3360406dd,No Parking,R8-3,2.958403747,3.406013397,,94.48814154,-79.40753762,40.1280894,True,162,0.054973422274053586,File 1,40.128089,-79.407538
635,1495515.914,303693.0087,1531.973813,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-57cec492-7756-40b5-9a30-3d21630f94b3,"MILE
8
5.8",D10-1,4.281220203,3.313669404,,-119.0982874,-79.44221676,40.15455995,True,641,2.7108216804479084,File 1,40.154537,-79.442206
639,1458776.251,324157.8113,1020.811109,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6c5d1db5-256d-49d9-8724-aab35c5362e0,MILE 7 3,D10-1,50.78309959,6.670758593,,-115.5934556,-79.57513887,40.20871822,True,192,0.9669370594705868,File 1,40.208725,-79.575146
640,1450491.871,329719.6601,993.849013,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-87d9b80c-ff15-4192-ac04-248629585934,,W1-8L,3.308852154,4.285338547,,162.5608946,-79.60521193,40.2235088,True,1008,1.5857666768200742,File 1,40.223522,-79.605219
641,1453275.351,326479.2893,1052.754679,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-982e07d1-96d4-4b1e-97da-cc5a52f9aaa4,,W1-2,3.929660274,3.801127651,,-32.51085832,-79.59500357,40.21477574,True,686,0.1968941836610791,File 1,40.214774,-79.595004
644,1468115.015,318228.7512,1059.76665,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-64774c8a-9938-4ee4-96ef-0cfcc44ad287,MILE 79,D10-1,0.175763122,3.441160121,,-70.46345163,-79.54127879,40.19297073,True,355,0.49635050849969936,File 1,40.192967,-79.541282
646,1431146.213,382127.7526,1166.216615,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bb1fe590-14f8-4e32-b2c7-5983ca71c6e1,MILE 63.2,D10-1,1.086027895,3.461345091,,4.698502599,-79.67857387,40.36620132,True,21,0.1642450225894378,File 1,40.3662,-79.678573
648,1434100.719,345705.3539,1000.163776,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8302e24a-0e66-4ede-8865-ef17bd4b779a,MILE 70.6,D10-1,0.894596952,3.588432969,,-54.96139684,-79.66513903,40.26642025,True,511,0.2502015333577707,File 1,40.266418,-79.665139
649,1479691.397,309694.3137,1162.309212,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9b78a62d-eebd-435c-a379-03832a0555ec,"MILE
8
2.2",D10-1,0.397079683,3.502317727,,58.08130352,-79.49924354,40.17018461,True,126,0.6658624096072647,File 1,40.170188,-79.49925
650,1459541.47,323795.0133,1034.160771,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-574dbfc6-dc5a-41ea-9586-4e31699ffd47,No Parking,R7-1,7.893745681,4.522299389,,-114.1683244,-79.57237287,40.2077659,True,1164,2.364043186643857,File 1,40.20774464,-79.57237303
651,1445773.77,334677.6913,1083.440804,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-632e6571-da78-4306-bfe2-7b3d592b1133,WEST 76 MILE 74 0,D10-1,23.90980006,5.233437698,,131.3291766,-79.6224809,40.23684261,True,455,1.9359367887698342,File 1,40.236827,-79.622491
656,1453207.927,326597.0661,1066.790835,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9a6e00b8-fe56-4a2b-86d8-ce8c87514372,"ALL VEHICLES WELCOME
E-ZPass
OR BILLED BY MAIL
NO CASH",I-1VA,13.64818794,16.25648198,,148.5592336,-79.59525375,40.21509511,True,1140,1.040662767626543,File 1,40.21510428,-79.5952562
657,1459538.212,323796.7563,1034.098094,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6421e209-03b3-440e-950b-c567416e84e3,No Parking,R7-1,9.593706643,4.815049519,,40.13338067,-79.57238466,40.2077705,True,1181,3.333092338787314,File 1,40.20774149,-79.57237478
659,1428017.279,374961.2464,1042.884195,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2d3ce95c-75af-4604-9472-aa3a681a7154,MILE 64.7,D10-1,1.016882148,3.874198732,,-166.7986875,-79.68923537,40.34634567,True,233,2.021762776787901,File 1,40.346338,-79.689257
660,1496043.703,303742.1115,1542.864527,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1dacefab-7860-4462-9865-6ea3142681b9,MILE 85.9,D10-1,2.722079626,3.812808417,,-128.9656997,-79.44033229,40.15472246,True,390,0.15406627217023658,File 1,40.154722,-79.440334
662,1427143.289,372006.6189,1005.449174,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9179a996-8fa6-4f58-8b8c-01db21cbd064,3,M3-2,1.0021884,1.576998273,,171.4471949,-79.6921371,40.33818434,True,676,0.5217921780096756,File 1,40.338183,-79.692143
664,1429108.803,367729.1683,1068.292231,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c2101c9e-7e70-4690-9e55-fae680c1d7fa,0.2,D10-2,1.0956534,1.036845655,,-24.15654521,-79.68475187,40.32656381,True,688,0.11641075793196962,File 1,40.326563,-79.684751
665,1447624.032,332122.2746,1033.168551,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2bb38a5e-12e9-4cd3-b614-b09bd0001be8,"MILE
74
.6",D10-1,0.903134792,3.8537306,,122.3422055,-79.61566162,40.22993686,True,350,0.1372550330325065,File 1,40.229938,-79.615661
670,1431330.773,361188.0005,1135.674868,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-23f28577-3410-43c2-9438-e3b12980a60a,,R3-4,0.889419689,2.863314192,,-108.3621643,-79.67627269,40.30874561,True,934,4.944711109968872,File 1,40.308781,-79.676308
672,1502350.853,299097.8059,1768.781442,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-19b95ae1-a0f0-4092-b9db-0497bd2a1978,0.5,D10-1,0.730651507,0.675882223,,-27.42386618,-79.41745856,40.14230483,True,613,0.4089804299988314,File 1,40.142308,-79.417461
674,1504796.378,294329.4079,1810.725432,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-92bd55e6-c738-4b5c-bb53-cfbc9412a0f4,BE ALERT FOR STOPPED OR SLOW TRAFFIC,MS1-1,21.74064588,8.856900841,,172.2788664,-79.40839248,40.12934382,True,222,0.2965412592425908,File 1,40.129344,-79.408389
675,1430020.061,365963.3495,1124.191051,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b6b7722c-8820-4c06-bec8-f8de1b7ca426,"EMERGENCY
PULL-OFF
→",W12-2,3.725365762,3.063381827,,-26.33151145,-79.68134581,40.32177247,True,271,1.975283484927762,File 1,40.321759,-79.681361
679,1500937.2,300139.2022,1735.387301,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b6552c56-6e5a-4e5b-8f9b-d888fe030f39,NEXT 3 MILES,W16-4,6.984062507,1.981624416,,-128.3213416,-79.42258467,40.14508967,True,545,2.2179539802859254,File 1,40.14507,-79.422589
680,1451672.721,327693.4091,999.1035728,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4eaead6c-6b3b-4c00-906f-18f8ad03d472,"MILE
75.7",D10-1,0.973852198,3.621333963,,129.3055823,-79.60083197,40.21801581,True,215,0.08502701960608801,File 1,40.218016,-79.600831
681,1503310.43,298343.5627,1800.073058,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e76ecd29-ba8c-47bc-b725-b655f065a4ed,Keyser Rd,D3-1,6.627900436,2.106820124,,142.5335235,-79.41397605,40.14028441,True,367,1.125516508951565,File 1,40.140291,-79.413966
682,1431953.311,360167.6357,1150.865243,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e35bba5e-71a4-4663-8c3c-da89297e15b5,EAST,M3-2,1.217662671,1.194745338,,130.2310072,-79.67396129,40.30598257,True,1312,0.2408347114016351,File 1,40.30598259,-79.67396413
683,1431952.446,360167.4819,1152.228819,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-43eb47a4-0caa-437c-81cd-bce195e95e12,TOLL,W16-16P,1.754031536,1.24927155,,-37.8688498,-79.67396438,40.30598209,True,1311,0.090978110099328,File 1,40.30598203,-79.67396545
684,1431952.574,360167.4563,1148.634851,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-dadba026-6fc6-43b9-9728-2311ed6f773c,76,M1-1,1.721401774,5.308576164,,-37.85249547,-79.67396391,40.30598203,True,1313,0.1312199038713408,File 1,40.30598232,-79.67396541
685,1450012.485,330249.473,995.8440657,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b2c78294-d2a0-4f55-8ced-3c87ba5c6993,,W4-3,0.711694755,3.262185408,,43.79343116,-79.60696821,40.2249352,True,1061,1.0116359978836056,File 1,40.22492709,-79.60696281
687,1446183.387,333678.1265,1074.694151,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-84ce786f-eb2f-4453-b1ba-4824004259eb,"LODGING - EXIT 75
DIRECTIONS AT EXIT",D5-1,19.11759464,11.88341527,,-30.44150272,-79.62093819,40.23412318,True,362,0.9536773585021645,File 1,40.234119,-79.620948
