OBJECTID,X,Y,Z,Layer,URL,Text,MUTCD,Width,Height,Condition,Orientation,Longitude,Latitude,matched,match_idx,match_distance,Source,File2_Lat,File2_Lon
1,1470724.591,315406.1452,1142.893192,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-37d5325f-a2a0-4f52-86c0-6bb6c0e720ea,Hecla Road,D3-1,8.196756472,2.393499705,,-54.86211889,-79.53173573,40.18536892,True,283,0.30112724828690485,File 1,40.185371,-79.531738
2,1470391.814,316349.8509,1111.322881,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a6dc78f0-d216-49fd-b3f9-f6a5e8fbbd6f,SPEED LIMIT 70,R2-1,3.860722008,5.395835782,,155.3220081,-79.53299474,40.18794051,True,1165,1.0938646232479265,File 1,40.18794973,-79.53299923
5,1429289.255,367215.3014,1083.692063,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7c3bc282-c992-4159-a656-d7a3ab7c9436,MILE 66.3,D10-1,34.42437003,4.628030152,,86.91804359,-79.68406445,40.32516441,True,266,4.599943944034612,File 1,40.325203,-79.684084
12,1490291.247,302386.3696,1388.804657,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e47a2b50-18b3-44aa-ac66-aa94b7badca4,MILE 84.7,D10-1,9.749657738,6.003641198,,77.61018295,-79.46081409,40.15069745,True,740,3.080696021131647,File 1,40.15067,-79.460819
13,1433234.066,350911.8794,1037.127518,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-eea5e2ce-60a2-4c74-bacd-94f32514357d,30 Irwin McKeesport 2 MILES,D1-1,1.224226698,13.57075525,,55.02666835,-79.66864921,40.28065749,True,653,1.5044955991425213,File 1,40.280652,-79.668633
15,1446437.434,333390.6018,1056.095887,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-03fdabc2-5b79-4fc8-adbd-94f6a34b418a,,OM3,0.622992299,2.447863022,,-151.0227892,-79.62000666,40.23334885,True,1334,3.4453866229293197,File 1,40.23332577,-79.61997958
16,1429119.414,367516.901,1085.657379,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-db45045a-29a3-48b7-bcc9-d9f615bd2b08,"Irwin
Greensburg
1 MILE",D1-1,9.562984499,15.04600481,,145.9592983,-79.68469714,40.32598191,True,285,1.6201421282958461,File 1,40.325969,-79.684706
17,1431027.623,380509.866,1149.784915,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c76d2bbe-ac5f-4398-9a73-c2162bc71b0d,,R2-1,0.594910413,1.651706914,,-157.0632453,-79.67887255,40.36175413,True,502,0.16311163077674523,File 1,40.361755,-79.678871
19,1483001.633,307810.7405,1216.282615,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-560c04ea-4013-4f75-8d25-5b7692f9dbfd,,W1-8R,0.515415713,3.578815677,,-34.2903787,-79.48726806,40.1651944,True,108,0.7662511586760925,File 1,40.16519,-79.487275
23,1486562.466,304291.5349,1327.058949,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-382045bc-4870-4484-bb53-a2a32ba0e733,NO TRUCKS BUSES TRAILERS LEFT LANE,R3-10b,15.52143929,5.404645831,,-57.49524727,-79.47428366,40.15572726,True,821,3.106521064514156,File 1,40.155755,-79.474288
24,1432286.386,359292.3004,1141.644507,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ac1d3d5a-98b1-43ee-b480-a60b6090f544,,M6-3,1.956737767,0.24541875,,-13.97468848,-79.67269899,40.30360021,True,1316,0.2383714183340485,File 1,40.30359848,-79.67270065
27,1454502.056,325599.6671,1036.781843,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c239b805-2341-4c1f-b926-ef95c4b4948e,SR 119,M1-5,6.477411915,2.075060181,,-108.9221805,-79.59054641,40.21243189,True,276,0.32050495945190854,File 1,40.212431,-79.59055
28,1430785.354,363038.8006,1080.427349,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b1cda02c-2780-48cb-ba09-85b73d83697b,$300 LITTERING FINE,W14-1a,1.858735646,1.198282107,,-165.1449566,-79.67837282,40.31379226,True,852,0.6318702795714873,File 1,40.313787,-79.67837
30,1451718.339,327773.9753,993.6819577,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6b218765-67e1-4161-86e3-ff52335a9218,"MILE
75.7",D10-1,1.201587636,3.825958568,,125.9149618,-79.6006747,40.21823955,True,445,0.07769371277472165,File 1,40.21824,-79.600674
31,1453138.033,326665.6944,1064.777059,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7a20ebe1-8994-4b97-aed1-f0c11fd6599e,THERMO VILLAGE ROAD,D3-1,14.52309164,2.535086853,,-58.79071533,-79.5955091,40.21527945,True,687,0.282943097065671,File 1,40.215277,-79.59551
34,1494639.676,303125.676,1500.592259,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-175b2360-0b15-4e4b-822f-7676e553ad95,,W1-8R,2.810103855,3.903728785,,40.88460755,-79.44531199,40.15295672,True,804,0.11737972167790975,File 1,40.152956,-79.445313
35,1446390.561,333421.2218,1076.571509,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0f9febc2-d2cc-444f-b452-a09eb108e099,GLENN FOX ROAD,D3-1,10.1638075,1.636816929,,177.3231041,-79.62017683,40.23343016,True,348,0.24089192484748628,File 1,40.23343,-79.620174
39,1487550.209,303855.8993,1308.056638,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ad768378-4d11-4e4d-9bb8-0fb8a710bc3e,,W1-7,2.671208493,1.285843854,,95.09357712,-79.47072023,40.15458451,True,824,0.1607616053662244,File 1,40.154584,-79.470722
40,1459247.035,323967.2283,1033.33886,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b613a982-b84e-4176-be4c-8c36bbac4791,70,R2-1,3.201910136,5.218795479,,-57.69770581,-79.57343955,40.20822186,True,1180,0.9765953545822567,File 1,40.2082301,-79.57344353
44,1493479.282,302158.4782,1452.312956,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1e70ff4c-2571-4f40-bea6-caf9ecc3dc9c,,W1-8L,0.364821154,1.111829537,,70.25382843,-79.44939588,40.15024094,True,671,0.5018517285662211,File 1,40.150237,-79.449393
47,1504310.17,297386.2426,1784.731773,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6c17b17c-f8fc-4cd4-804f-50d16c4b2314,SPEED LIMIT 55,R2-1,7.137079526,5.592851032,,-43.50399389,-79.41033647,40.13770858,True,300,3.2486025088541957,File 1,40.1377,-79.410373
49,1502950.799,298689.1463,1780.345696,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-37c60219-fb2e-479b-ad63-5dd75e0872ec,PENNA TURNPIKE SAFETY PATROL Dial *11 For Assistance Sponsored By GEICO,D12-5,10.10740457,8.168474829,,-61.41906615,-79.41528544,40.14121429,True,654,0.22613623407526018,File 1,40.141216,-79.415284
50,1441964.909,337009.5628,1051.658382,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9d949187-ef5a-4ad6-a21a-a0b8f77f8a18,SEANOR CHURCH RD,D3-1,10.7540949,1.67397863,,-30.53152139,-79.63629905,40.24301983,True,48,0.25956205284282613,File 1,40.24302,-79.636296
51,1476758.486,311741.488,1186.373095,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c2fdaf0c-ad2a-46d8-bab7-59bfbf8ab4e1,"MILE
8
1
5",D10-1,16.38675151,4.784759548,,76.34335694,-79.50988241,40.17564323,True,291,2.646510393343231,File 1,40.175665,-79.509895
56,1429911.345,378699.6598,1113.554074,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1dbe6485-9a2b-4e34-ae9f-84f0688e5a9a,MILE 63.9,D10-1,1.223868445,2.939899358,,-143.0843085,-79.6827352,40.35671925,True,88,1.4616688186045381,File 1,40.356709,-79.682746
57,1440285.186,341724.4695,1114.236263,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bd45ee1d-6c94-4482-8243-46172c2c1db0,SPEED LIMIT 70,R2-1,0.697366154,4.942975928,,98.36571669,-79.64267673,40.25586097,True,159,1.6419904414460311,File 1,40.255847,-79.642683
59,1476724.277,311873.4871,1189.251984,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4ab5c22a-ea76-4f0a-94d9-32dddb4e9f7b,MILE 81.5,D10-1,1.171410889,4.239910825,,-65.00018167,-79.51001422,40.17600364,True,548,1.0682945870265583,File 1,40.176007,-79.510026
60,1440701.871,339317.4208,1049.324212,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e354319d-31a6-4a85-b3c5-7d13e67bced7,72.6,D10-1,0.798801157,2.093695982,,-14.08902503,-79.64099949,40.24927947,True,202,0.2780410781638531,File 1,40.249277,-79.641
61,1497539.947,303913.6912,1593.602052,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-abe89cc4-8408-439e-a88f-ca487ee1ecdf,,W1-8R,2.895911688,3.926874427,,-80.46708684,-79.43499211,40.15527187,True,119,0.24603526719854224,File 1,40.155272,-79.434995
62,1430934.222,380523.3418,1143.825438,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d6652690-e3c9-449b-a869-3735a97eec26,63.5,D10-1,11.70972049,1.327775286,,-63.25055552,-79.6792087,40.36178551,True,44,2.189745450770866,File 1,40.361805,-79.679205
65,1466264.225,319182.0752,1042.87163,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bf37967a-2f1f-4fcf-b0ba-09a263e43a64,EAST 76 MILE 79.0,D10-1,1.334336086,5.096545971,,55.75966149,-79.54797189,40.19548391,True,165,2.9977300851866215,File 1,40.19551,-79.547963
69,1463236.595,321387.8268,1030.641394,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-200c9332-bbdb-4dcf-b29e-af8891f20cde,US 3,M1-4,0.908581038,0.919224983,,-48.16516416,-79.55896932,40.2013679,True,341,0.24863769628652807,File 1,40.201367,-79.558972
71,1487846.37,303740.8347,1310.340546,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ea31a9f6-4b3a-4814-88fc-ad0d07b13667,,W1-8L,3.113626017,4.311989279,,133.7840403,-79.46965289,40.15428454,True,863,0.09131005007788394,File 1,40.154285,-79.469652
84,1430073.381,365849.0842,1125.479935,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c8ee0bf6-599f-46d1-8740-2a81b0f01403,PARK BEHIND LINE,R33-1,28.33036266,4.704073637,,-39.07250385,-79.68114567,40.32146208,True,45,1.317863519989413,File 1,40.321466,-79.681131
85,1430815.849,362360.2896,1098.727146,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f0ffcbc3-0df0-4fe9-abca-d0cf5ea028a1,TOLL,E1-1a,2.897614562,3.010075474,,-12.74036874,-79.67821037,40.31193199,True,1171,0.930447865260277,File 1,40.31193977,-79.67821441
86,1430816.163,362360.4178,1097.470852,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d39feb01-36a5-4282-bf22-bfeea81b2f12,WEST,M3-4,0.745437849,1.556977566,,91.68124977,-79.67820926,40.31193236,True,1144,0.9362464792289117,File 1,40.31193982,-79.67821438
87,1430816.329,362360.3473,1095.311948,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ba17c356-6e59-4beb-8bb3-2adb17b30428,76,M1-1,0.983663185,3.168822194,,76.74042067,-79.67820866,40.31193218,True,1170,0.9869299388817225,File 1,40.31193999,-79.67821419
90,1458136.264,324666.7666,1016.228375,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f1445781-1113-42f3-a362-e3b1917a4e04,Interstate 76 West Pittsburgh Cleveland ↓,D1-1,13.43743197,8.703764926,,123.7215943,-79.57746749,40.21007872,True,764,0.5919125879928382,File 1,40.210082,-79.577462
91,1446301.811,333771.3611,1064.87488,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d1dd56e5-2886-4076-a095-6e9815dce6f9,14.2,D10-1,12.05841557,2.515827239,,-49.65711547,-79.62052119,40.23438594,True,552,3.9901447554439353,File 1,40.234355,-79.620545
93,1428306.345,369112.2318,1022.813371,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-acc394c6-5cb3-4d47-86ba-6419325a37a9,"MILE
65.9",D10-1,0.978462455,3.632442933,,142.1327974,-79.68773813,40.33031118,True,674,0.42581798337936694,File 1,40.330309,-79.687734
94,1440458.09,339833.2325,1058.074369,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2e3fe53c-2e39-480f-ac86-fe6413ffe7ef,"MILE
72.5",D10-1,1.04502974,2.812871906,,-17.29555491,-79.64191222,40.25068076,True,201,0.19659167464127122,File 1,40.250679,-79.641912
100,1497341.583,303991.9146,1591.278896,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2bcce331-9fde-41cf-8015-f6aedb0dc898,,W7-1,2.642937214,3.430465723,,-78.16863379,-79.43570698,40.15547617,True,639,2.462966551507183,File 1,40.155476,-79.435678
101,1466168.545,319307.4229,1060.355824,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1501bc6b-c9ed-45ab-9a90-7b023573ec39,SR 819,M1-5,6.200320879,3.261443089,,71.41526958,-79.54832346,40.19582258,True,164,0.3884248562608443,File 1,40.195823,-79.548328
102,1497337.204,303997.0721,1587.262208,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-72dfcebc-f921-4252-9c97-72d0a3f88f78,"NEXT
2 MILES",W16-4P,15.22510467,2.597681383,,-136.351294,-79.435723,40.15549009,True,444,4.254234594834657,File 1,40.155475,-79.435677
106,1499284.201,301909.4769,1664.175763,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-92d9bc84-414a-41c5-88a3-3014f0bab3b4,"MILE
867.7",D10-1,0.607368404,4.32620754,,78.51245887,-79.42861678,40.14986228,True,140,0.9698000364586613,File 1,40.149871,-79.428617
108,1453601.823,326099.3726,1041.851075,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-29d3a2e5-9171-497a-be89-2f16508eb6a7,"MILE
7
6.2",D10-1,7.218914506,4.59649529,,88.2463562,-79.59380642,40.21375178,True,685,2.3111553764349937,File 1,40.213731,-79.593807
109,1436589.238,344593.2667,1047.711029,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ff61dc17-d67c-45da-9ac5-5a1b576d0624,MILE 71.1,D10-1,18.06985033,4.137495075,,90.81245911,-79.65613764,40.263516,True,157,0.25054676413272436,File 1,40.263514,-79.656139
110,1431860.961,360515.0964,1149.47994,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1be6c287-ce49-4e75-9355-cd7bd4c7e03b,,OM3,2.871992634,3.568165475,,30.53135512,-79.67431948,40.30693062,True,1298,2.3553343305228687,File 1,40.30691452,-79.67430143
111,1431844.871,360548.7826,1149.46397,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-bc3c7788-7f97-4143-a112-925bf84e06ab,,OM3,1.657870546,3.409441048,,17.31625013,-79.67437979,40.3070221,True,1282,2.353973845524312,File 1,40.30703776,-79.67439847
115,1431887.47,360533.974,1145.40443,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b3a42297-c3e2-4c2c-88f8-f0d97862dddc,,OM3,72.52632364,6.975205525,,-49.04392972,-79.67422592,40.30698401,True,636,1.7647774366919675,File 1,40.306971,-79.674214
117,1450897.362,328911.3864,970.377508,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9440a2df-a89c-4d71-9fd7-0e5e6c0ff46b,,W1-1a,5.108986265,5.217743795,,-15.76939724,-79.60369937,40.22131388,True,993,3.769073642253321,File 1,40.221341,-79.603726
118,1431890.476,360528.8157,1164.813791,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c05ea766-1414-408f-b6ed-0deddadc96aa,WENDEL ROAD,D3-1,8.766179155,1.579819515,,-32.44431561,-79.67421475,40.30697003,True,1024,0.12521249410900465,File 1,40.306971,-79.674214
121,1498368.099,303359.8663,1615.463115,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e848c5d5-e57d-401a-b9da-bc7845feb62b,,W1-8R,2.413534296,3.317727909,,-40.71583206,-79.43199215,40.15379518,True,803,0.4325719900052498,File 1,40.153794,-79.431997
122,1493594.041,302122.2745,1458.79515,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-35745cf7-d0a4-439d-812b-64b168b25897,,W1-8L,2.740441652,4.064893321,,86.24260128,-79.44898294,40.15014764,True,875,0.11480866687647141,File 1,40.150147,-79.448984
123,1494566.539,303133.6402,1501.644052,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-777250a7-718c-493f-9a85-e8ebbc65f0b3,"MILE
85
6",D10-1,7.87678968,4.629781523,,-165.955116,-79.44557413,40.15297473,True,726,3.7835178120098343,File 1,40.15296,-79.445534
128,1428554.823,368686.6334,1036.804771,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f0e693a6-baaa-4218-bde1-26fa0e8f9975,"WEST
76
MILE
66
.0",D10-1,1.449328723,4.916213339,,-35.33368181,-79.68681362,40.32915813,True,673,0.45767797281114814,File 1,40.329156,-79.686809
129,1430688.121,379694.1753,1136.852166,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-000ec500-51c5-44a5-885f-6edae354884b,"PARK
BEHIND
LINE",R8-31,2.94445007,3.058248759,,42.01247882,-79.6800266,40.3594952,True,567,0.120688822136647,File 1,40.359495,-79.680028
130,1493298.914,302072.5518,1450.08722,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-22d070c3-b638-476b-b776-619479e68f90,,W1-8L,2.116317542,3.920888161,,98.62071946,-79.45003508,40.14999558,True,874,0.17546826859132364,File 1,40.149995,-79.450037
131,1449850.18,330349.2373,998.5447858,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-428b36c1-55f0-4acc-84db-3ef012b6d8d2,NO U-TURN,R3-4,0.956395483,3.196494494,,-136.1481974,-79.60755685,40.22519963,True,576,0.8624812553104108,File 1,40.225203,-79.607566
132,1448082.24,331888.3262,1033.845533,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-eac9d20b-0d53-4da0-bd77-655da09a63a7,SPEED LIMIT 70,R2-1,2.600743154,4.607346912,,136.133576,-79.61400322,40.22932136,True,1261,0.13131677032515993,File 1,40.229322,-79.61400192
133,1506689.428,292449.3996,1835.945971,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-558dc1c8-db35-4b7c-9f8b-d4c0b7bd3423,MILE 89.1,D10-1,1.034683916,4.408598672,,144.9945066,-79.40149802,40.12428129,True,490,1.008490818404451,File 1,40.124288,-79.401506
134,1450518.464,329628.7355,989.0991237,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8d639df2-1c53-4c45-92f9-197d12addc82,,W1-8,2.883065817,4.407728462,,-28.11522512,-79.60510988,40.22326079,True,1006,0.15389807071090628,File 1,40.223262,-79.605109
135,1449196.295,330751.8827,1009.624407,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-11abaaf7-c6b2-416e-ad49-2a90eca5cb6a,H,D9-2,2.178807646,2.512454342,,-57.20322827,-79.60992843,40.2262669,True,1337,2.1481867134993196,File 1,40.226277,-79.60995
136,1450895.472,328910.8001,966.6539304,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e3e9b825-3c21-4d76-8ef6-8d4f8d541882,20 MPH,W13-1P,2.600971951,2.309559989,,-74.04922532,-79.60370609,40.22131217,True,1004,3.6241387989283464,File 1,40.221341,-79.603726
137,1450895.337,328910.9186,975.2023395,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-331e9516-d6c5-406d-b332-7397e7c06544,,W20-1,0.790744133,1.904696054,,-94.07671258,-79.60370658,40.22131248,True,1249,3.574302865237201,File 1,40.221341,-79.603726
138,1451071.035,328593.7095,974.2907188,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ec43e9de-a795-4761-8320-fdb2475aa14a,"MILE
7
5.5",D10-1,0.709814807,4.179922624,,82.52768709,-79.6030537,40.22045203,True,479,0.4584695869438764,File 1,40.22045,-79.603049
139,1427468.905,374056.1273,1030.590131,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a9442754-248c-4b38-9084-145824d681a0,,M1-4,0.887769907,0.387100716,,42.77765481,-79.69113091,40.34382861,True,359,0.6188034258809016,File 1,40.343824,-79.691135
140,1500836.519,300179.5526,1750.193215,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2207e915-1c13-49df-b217-45a3f2f34150,Freeman Falls Rd,D3-1,8.929188146,2.918580376,,-55.10778378,-79.42294747,40.14519518,True,707,0.044682919239622525,File 1,40.145195,-79.422947
141,1487559.845,303905.276,1309.339816,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-16505750-d0df-4f82-8fbf-bee0d5019f9e,"MILE
84
4
.1",D10-1,0.536810227,3.195692336,,40.51762791,-79.47068921,40.15472054,True,524,3.4523702349262404,File 1,40.15471,-79.470651
142,1427532.939,370506.4258,990.1284892,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1f5834f7-4be9-4778-8014-09d4fc813779,"MILE
65
.6",D10-1,0.729591366,3.904874725,,137.9394986,-79.69062142,40.33409076,True,663,0.18302568214831533,File 1,40.334092,-79.69062
143,1452817.082,327132.4507,1040.152537,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e9be6ef1-d399-4e97-bba1-a6d6d166eb5c,,W1-8L,2.398641378,3.895548416,,-35.7200173,-79.59669304,40.21654203,True,505,1.7846407474531034,File 1,40.216526,-79.596692
145,1506300.969,292806.7562,1829.884309,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2e59cb72-692f-40b8-8c9c-13493ab84bf4,WEST 76 MILE 89 .0,D10-1,16.21706165,4.962657937,,121.4917311,-79.4029108,40.12524215,True,31,1.5784385517061228,File 1,40.125234,-79.402926
147,1499400.654,301614.7385,1675.775798,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a45b5a48-288f-4481-85ed-6b0c97e942e3,,W1-8R,2.91339842,3.926213458,,-34.16861614,-79.42818023,40.14905942,True,19,0.20020864475722477,File 1,40.14906,-79.428178
153,1446606.019,333281.8922,1055.986653,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9ff65daf-1a0f-41b3-b41d-9933220bb9fe,"EXITS
Irwin 7
Pittsburgh 18",D1-1,10.84636067,7.58948648,,-42.14935483,-79.61939473,40.2330603,True,652,0.14635918901883804,File 1,40.233059,-79.619395
155,1453265.569,326493.707,1048.758417,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-45a2d530-17cf-4966-b480-a9d22560d29c,MILE 76.1,D10-1,0.87893072,3.619683106,,143.9209148,-79.59503967,40.21481475,True,442,0.06331931664325932,File 1,40.214815,-79.595039
158,1500666.07,300373.2091,1726.205094,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c3e130e7-2366-48a8-9f3f-66819b693c75,"MILE
8
7.1",D10-1,17.42897027,4.79717481,,-76.96318553,-79.42357019,40.14571783,True,555,2.9335890860431535,File 1,40.145694,-79.423585
160,1431088.773,380697.8475,1150.444576,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3a1af4a7-15f0-48b2-89c8-cff4559705f9,,R2-1,0.564416578,0.809122439,,-84.09388879,-79.67866789,40.36227368,True,575,4.7990587589029525,File 1,40.3623,-79.678623
161,1431089.741,380699.6161,1150.368482,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f623e6dd-dfa7-4e53-9e27-8d09e6498394,WRONG WAY,R5-1a,4.788869287,0.546530771,,-56.6463781,-79.67866456,40.36227859,True,153,4.250502334723505,File 1,40.3623,-79.678623
162,1458006.742,324800.0825,998.8283845,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d9d92ad1-340f-4f94-993d-8012b3d74190,7.1,D10-1,0.920863716,1.502381053,,139.3537369,-79.57794102,40.21043725,True,719,0.09096711694974337,File 1,40.210437,-79.57794
163,1483392.981,307046.5226,1240.958901,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b5fb45d7-dd47-4ec4-99ae-c0761c1e1419,MILE 83.1,D10-1,5.044435033,4.19033699,,138.0026364,-79.4858143,40.16311808,True,113,3.3068974334059873,File 1,40.16314,-79.485788
